Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_1DAyHnDaIB44Xpw,LINGDL238633,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_3qNzHJc07QhnStj,IISQRO263863,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_3FLrcEThGqc4sZt,ITIMTY272200,R_2BmoO5OQ8YsJzPH,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_9nLEI2ObNqsxaVP,LRIGDL269230,R_T17HU51Jm1PCkOR,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_1ogT8q1NBIT4giY,LINMTY125626,R_1r07PuDStcaMKZf,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,-
R_3e7VX43nr43zXO4,IISQRO264965,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_xtnvDb8gA7meoNj,MA CCM153111,-,MA,Maestría en Administración,Negocios,Maestría,2000,00´s,00´s - 1,ITESM Campus Ciudad de México,Mujer,0
R_3KSMdCyPAapp1fd,MEE-227422,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2QogWAd6k12sxAt,IISLAG210037,R_2bZfAPE46FWVYzd,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Laguna,Mujer,-
R_3qgLm0gLMwT3BW1,IECCCM90517,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2001,00´s,00´s - 1,ITESM Campus Ciudad de México,Hombre,0
R_2QGJTzt7ZCGwjrb,LCDGDL270359,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_1OSS4zaj3ljSAC0,ARQMTY207953,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3MGRIoGr2elguHr,IISGDL251676,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_2Tz7yFT3w6pkLiJ,LPLMTY128877,-,LPL,Licenciado en Ciencia Política,Gobierno y Ciencias Sociales,Profesional,2003,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_302USg2JAAomt57,CPFCEM256103,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus Estado de México,Mujer,-
R_OQlw4228maYjaAp,LCDGDL270799,R_3kHzBJRo3bZBVcx,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_1Ea3xT4Z3Ymq06E,LAECEM258084,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Estado de México,Mujer,-
R_2Ttv5Ff5tuBCU59,LMCCCM266783,R_5ikeyt1kkK4A7sZ,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_2y6ZKjYMXim22Xl,BIBGDL269645,R_1kZJ67aN5aSuszE,BIB,B.A. International Business,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_1K22eBlMnaMPopP,LPOMTY199612,-,LPO,Licenciado en Psicología Organizacional,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_1Iv0riyFAXYrCC8,LEMGDL268706,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_25EFpA6ZIPfF3rY,LDNAGS272028,-,LDN,Licenciado en Innovación y Dirección de Negocios,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Aguascalientes,Hombre,-
R_3F3avOlL5u4vUce,INTMTY202152,-,INT,Ingeniero en Negocios y Tecnologías de Información ,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_vVQ9tYoBVOTabDz,LECMTY205848,R_vi5Yo0Qh0GCOXLz,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_2vcuuSt5kzxGMLR,LDIPUE250670,R_OdRPMqqiJUnZWwh,LDI,Licenciado en Diseño Industrial,Arquitectura y Diseño,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_3lPKme0cv48YeaC,LINQRO193259,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus Querétaro,Mujer,-
R_1mgynMTJiwIdBU5,IMTMTY207568,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_3FXNTyoNBi9WRkW,LLNGDL269883,R_1N4fhUJztgOIlpn,LLN,Licenciado en Logística International ,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_7WmmB82JrPK3jPj,IISMTY253979,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_2tny5bdnH93PS9m,IISGDL269004,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_XZfSjXYAjdKqo7v,MTICEM115984,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2000,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_27lpnHu7IU01Y9B,MADCVA273021,R_3FKd971I7jxCopq,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2011,01´s,01´s - 1,ITESM Campus Cuernavaca,Hombre,-
R_1Oow6gift7cSJB0,ISETOL123970,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Toluca,Mujer,0
R_sYYU4vtiRy9eNz3,LECMTY146129,R_3PSkZYnhwMBWfbI,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,2013,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_3MnHaBW38g7g2Wm,LEDSAL225437,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2012,01´s,01´s - 1,ITESM Campus Saltillo,Mujer,-
R_31LtFU1c9pcMPAx,ITEGDL270073,R_33wGL7rszOGRAG7,ITE,Ingeniero en Tecnologías Electrónicas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_cHJbKpVrFjgni1P,LAECDJ233193,R_2SIglINZvs7p7XQ,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus Ciudad Juárez,Mujer,-
R_1rv3dTPBOWUU1RU,LAEGDL269335,R_3KIo9Fb1JHcka5b,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_1opAtFZ7ILob9XO,ARQMTY189771,R_3MJyDUj90Wv4d9s,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_2EH4FUEpQa9bl9s,LEDMTY129364,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2004,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_2pY9HE9q5Ax9MSB,LCCMTY16323,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_6yCk1V4hBKzjoTn,IECMTY118504,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3LZJA5L13egq934,MAGDL15679,-,MA,Maestría en Administración,Negocios,Maestría,1987,80´s,80´s - 2,ITESM Campus Guadalajara,Hombre,-
R_3gYQYPY9S9mY6aO,LEMCDJ130363,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2006,00´s,00´s - 2,ITESM Campus Ciudad Juárez,Mujer,0
R_2c2A95ssbtvhaia,LDPPUE272383,-,LDP,Licenciado en Derecho y Ciencia Política,Gobierno y Ciencias Sociales,Profesional,2017,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_30uUjrXHLU6G3Ci,MC MTY262105,-,MC ,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_3fDA0qDafUKWoSZ,IISQRO264606,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Querétaro,Hombre,-
R_VQZjqyQz067v4JP,IBPQRO79703,R_psZzOyE5KVJeQLf,IBP,Ingeniero Bioquímico Administrador en Procesado de Alimentos,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Querétaro,Hombre,-
R_3NCaxtladOnqFU8,MSAMTY183165,-,MSA,Maestría en Ciencias con especialidad en Sistemas Ambientales,Ingeniería y Ciencias,Maestría,2010,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_3NPW7yjsGVscbEL,IMAMTY272468,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_2QG6vtY7rgc3ygg,LEMMTY144780,R_3R2SLQosaryX6HI,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2006,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_3kzwKHckupJARhk,LINCCM268439,R_2ziJ1xM7rEB0DTF,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Ciudad de México,Mujer,-
R_2fBT7JIhSEdv3Ie,IIAMTY260211,R_9BMYfWpHJBCRCtb,IIA,Ingeniero en Industrias Alimentarias,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_22XJ2CWgOprCzOX,MCMTY184590,R_1jTzqET41X91sWS,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_3G8GdQejcg5QEfn,LEDMTY187686,R_2qrQqEHvGMpJ0PV,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_33gy399t9dERrGX,ITEQRO263807,R_qDvNR2q1a3vNst3,ITE,Ingeniero en Tecnologías Electrónicas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_emp1ld5Etz0Nk77,MA-272587,-,MA,Maestría en Administración,Negocios,Maestría,2013,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_2WGZo479gnZgapp,MIPCDJ232231,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,ITESM Campus Ciudad Juárez,Hombre,-
R_1jBQxdhLJVphHTS,ITEGDL238850,-,ITE,Ingeniero en Tecnologías Electrónicas,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_2wn9JArXDxFufrR,IISLAG271335,R_2E4XMU7s0Tw9CqZ,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Laguna,Hombre,-
R_3PnQMF313q4uwB5,MTI-241929,R_3qJQwndGqZQZxJS,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_bacGwohUgX3hmYV,LEMCCM211398,R_agHW1w0zLe4f3xL,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_25BeBAi57ncufU1,IISCEM75388,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1990,90´s,90´s - 1,ITESM Campus Estado de México,Hombre,-
R_eMcCUtrGuvtfqBb,MEE-273856,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_bq1f62UWWXDXA4x,LCDTOL261813,R_1FKu8NFJUQIWWxQ,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2016,01´s,01´s - 2,ITESM Campus Toluca,Mujer,-
R_dhhvATTsnFGEmoV,IMTGDL252238,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_AM6F7ylKPFXhRUR,BIBCCM211452,-,BIB,B.A. International Business,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_Ao0tFF6FksCB8NH,IISCDJ271483,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Ciudad Juárez,Hombre,-
R_WiyYgwQLqjlSeAN,LCCMTY218520,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2008,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_3nwrYjePvqG6jiU,LAFAGS272062,R_vUlNGmqVsUUmUyl,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Aguascalientes,Hombre,-
R_3Gcu9EiqW12TS56,IISMOR235942,R_3EmONs8K7mRdoEy,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Morelia,Hombre,-
R_zeC0jbdVDUI1UDn,ISCGDL270120,R_2YcgZTYeD9r4fp3,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_1P5wE8VKLLkVoje,IISGDL252822,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_PCj0KRKRfR1AS41,MBAQRO190797,R_2uDPhFsv2ET53Z0,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2014,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,0
R_51oRepwBgkvQkfv,MCMTY146768,-,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_2VvYsKYj22GnxKV,LCDQRO272260,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_cGVfUOeaQdVoUCt,IQAMTY262541,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3fwwwaqLDOCWhEe,IBTQRO272190,-,IBT,Ingeniero en Biotecnología,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_1gzKY4CyDu2pqHd,LINQRO264517,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus Querétaro,Mujer,-
R_1jP7XA4lD67AzSW,LADGDL268926,R_4NqFU9ZdRsS1E5j,LAD,Licenciado en Animación y Arte Digital,Arquitectura y Diseño,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_xxyLiajTRZzIiBP,LMCQRO266050,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_UKji4LmZd8eyGBP,ICMTY202260,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_3PNpQVnmDxjU3du,LAFGDL247839,R_DuT5ThDI5ZWHVId,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_21cXU32dEvOFsyI,LAEGDL251641,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_1QfNtrJUMqLSZbS,LEMQRO197582,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2011,01´s,01´s - 1,ITESM Campus Querétaro,Mujer,-
R_1DUVE3AEtxeNopM,MAPMTY175748,-,MAP,Maestría en Administración Pública y Política Pública,Gobierno y Ciencias Sociales,Maestría,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,92.33
R_bNn1goHh8qzp66J,LCCMTY239245,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3Eg7aqsKk6Zqiww,CPFGDL251618,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_3gMh23G35lJ5Gmo,MAPCCM267197,-,MAP,Maestría en Administración Pública y Política Pública,Gobierno y Ciencias Sociales,Maestría,2011,01´s,01´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_2RaaDJFgL2LYoZC,MADCVA274356,-,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2011,01´s,01´s - 1,ITESM Campus Cuernavaca,Hombre,-
R_yQEM9GasFATwhot,IISSIN207763,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Sinaloa,Mujer,-
R_1r7zssT5PTR4VBf,IISMTY145919,R_31QoynilPJMs34t,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,-
R_3PjW5czkEHdcS6t,LEDMTY253282,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_2tfWlQ5qJQq0aAg,LECMTY18409,-,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_PImy2gVDNdcdFpT,IISGDL269663,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2tJAn5yeAZBEWXF,IISTOL205208,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2006,00´s,00´s - 2,ITESM Campus Toluca,Hombre,0
R_REUEqje6U5Ibj9v,LEMCEM117936,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1988,80´s,80´s - 2,ITESM Campus Estado de México,Mujer,-
R_2uBPiCvXo6CLIta,ARQGDL238906,R_eJWxnSJFqAz2Rxf,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_ST5KP5ZKWCxsblL,LINCSF228345,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2008,00´s,00´s - 2,ITESM Campus Santa Fe,Hombre,-
R_3kpQOqL36jcyYeU,ICCHI262249,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Chihuahua,Hombre,-
R_DpgV4LM4T8qfHAl,IBTGDL269021,-,IBT,Ingeniero en Biotecnología,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_pnrg0sFKusLa62J,IMDCHI252077,-,IMD,Ingeniero Biomédico,Ingeniería y Ciencias,Profesional,2014,01´s,01´s - 1,ITESM Campus Chihuahua,Mujer,-
R_2fwItygk8dw3i6G,LAEGDL221513,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,0
R_2QS4rfU9ozYmP0q,IBNPUE243060,R_s5U0W5orPCKjOgh,IBN,Ingeniero en Bionegocios ,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_1C8FGF7KOWoafz0,IISTOL272134,R_1f3fAkqOjmsUPLd,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Toluca,Hombre,-
R_31R6Au0kOZ4EAqM,IMTPUE240459,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2009,00´s,00´s - 2,ITESM Campus Puebla,Hombre,-
R_271CTvjdIaTzfNW,IECCCM152022,R_3MA39fQ0hUlZxMl,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1996,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_2Pinaxm9mbo5S4s,LEMGDL149385,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1999,90´s,90´s - 2,ITESM Campus Guadalajara,Mujer,0
R_2YCVuP5yuBgVfk2,IMTGDL269857,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_2ym9xHxZwLORhgs,LEMCCM222283,R_1itlVXdAnmkGsal,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2005,00´s,00´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_PBa5USVJXVunVC1,ITETOL243256,R_3PGJzDR7lnhnDJu,ITE,Ingeniero en Tecnologías Electrónicas,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Toluca,Hombre,-
R_3CJjG0AlLcXot56,ITEQRO264656,-,ITE,Ingeniero en Tecnologías Electrónicas,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_3g0YqZvm871U21K,LCDGDL270565,R_3MECJU9kKxGQSI5,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_rdPaip7pM4ByTOF,IMTCSF228026,-,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Santa Fe,Hombre,-
R_3F2tNn5GPiLuBC8,MTE-273870,R_2CBdnpxmgXYmChn,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_3EMUcpItcRaTqZU,MA-272845,-,MA,Maestría en Administración,Negocios,Maestría,2011,01´s,01´s - 1,ITESM Universidad Virtual,Mujer,-
R_3O38rEMJRwkT42N,MTE-215292,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2005,00´s,00´s - 2,ITESM Universidad Virtual,Mujer,0
R_Tc5SAQnYcYlKijv,IDSMTY270791,-,IDS,Ingeniero en Desarrollo Sustentable,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_3JknyQHGnKw0oJq,LMCQRO264321,-,LMC,Licenciado en Mercadotecnia y Comunicación ,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_3J3IjXi0WyhPNtg,LEMMTY207381,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_28GrAmoUuRDMMNI,BIBGDL270067,-,BIB,B.A. International Business,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_sX8HEBpoHLhIV7X,IMTMTY183832,R_eWnzHkw9SN3Uubf,IMT,Ingeniero en Mecatrónica,Ingeniería y Ciencias,Profesional,2012,01´s,01´s - 1,ITESM Campus Monterrey,Hombre,-
R_1CHpwJf6MP0A9mC,MIP-225558,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,Universidad TecVirtual,Mujer,0
R_1mszne3jNRxTMY3,ISECCM211502,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,2008,00´s,00´s - 2,ITESM Campus Ciudad de México,Mujer,0
R_PSvQTqx3QrPHlW9,LEMCCM153792,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1999,90´s,90´s - 2,ITESM Campus Ciudad de México,Hombre,0
R_1pLkjAQhfruXRfa,LINCCM267988,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_9vtLk1G4j0R1tRf,MGN-274947,R_2RPlrWSq8v1LKhW,MGN,Maestría en Administración Empresarial ,Negocios,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3JxwL6AyhTwQOwV,IMAMTY3017,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1998,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_1l9T8iLZB43iqqL,LHSMOR236912,-,LHS,Licenciado en Humanidades y Ciencias Sociales,Humanidades y Educación,Profesional,2014,01´s,01´s - 1,ITESM Campus Morelia,Hombre,-
R_0MR0UYoXhCkPKNz,INTMTY263411,-,INT,Ingeniero en Negocios y Tecnologías de Información ,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_3R2tTjpZGLOBaHO,LAFGDL269735,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2014,01´s,01´s - 1,ITESM Campus Guadalajara,Hombre,-
R_7VYXf5iYqcDoyWt,MTI-274904,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Hombre,-
R_1P6ETb62XfWrsQr,LINSLP254815,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus San Luis Potosí,Hombre,-
R_1QKni8oWqNvgAzr,LAFGDL269033,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Guadalajara,Hombre,-
R_BG0RnVYqd2kHTHP,LINMTY189305,R_3F3qmCZcUhCD31L,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
